#H Profil Loop 2015-09-21 11:38:29
#1 L1
#2 L3
#T 5
#F 1024
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,1,0
8,1,1
9,1,0
10,1,0
11,1,0
12,1,2
13,2,0
14,1,1
15,1,2
16,1,1
17,1,1
18,1,-1
19,0,0
20,1,-1
21,1,-1
22,1,2
23,1,-1
24,1,0
25,1,0
26,1,0
27,1,0
28,1,-1
29,1,-1
30,1,-1
31,1,-1
32,1,0
33,1,-1
34,1,-1
35,1,0
36,1,0
37,1,1
38,1,0
39,1,0
40,1,0
41,1,0
42,1,-1
43,1,-1
44,1,-1
45,1,-1
46,1,2
47,1,2
48,1,2
49,1,1
50,1,1
51,1,1
52,1,0
53,1,0
54,1,0
55,1,0
56,1,0
57,1,0
58,1,2
59,1,2
60,1,2
61,1,0
62,1,2
63,1,0
64,1,0
65,0,0
66,1,0
67,1,0
68,1,0
69,1,0
70,1,0
71,1,2
72,1,2
73,1,2
74,1,2
75,1,0
76,1,0
77,1,0
78,1,2
79,1,0
80,1,-1
81,1,-1
82,1,-1
83,1,-1
84,1,-1
85,1,0
86,1,-1
87,1,-1
88,1,-1
89,1,-1
90,1,-1
91,1,0
92,1,1
93,1,0
94,1,1
95,1,0
96,1,1
97,1,0
98,1,0
99,1,1
100,1,2
101,1,1
102,1,0
103,1,1
104,1,2
105,1,1
106,1,0
107,1,-1
108,1,-1
109,1,1
110,1,1
111,1,1
112,1,0
113,1,0
114,1,0
115,1,-1
116,1,1
117,1,2
118,2,1
119,1,0
120,1,1
121,1,0
122,1,0
123,1,0
124,1,1
125,1,0
126,1,0
127,0,0
128,0,2
129,1,0
130,1,0
131,1,0
132,1,0
133,1,0
134,1,0
135,1,0
136,1,0
137,1,0
138,1,2
139,1,0
140,1,0
141,1,0
142,1,2
143,1,0
144,1,2
145,1,0
146,1,-1
147,1,-1
148,1,0
149,1,0
150,1,1
151,1,2
152,1,1
153,0,2
154,1,1
155,1,0
156,1,0
157,1,0
158,1,0
159,0,1
160,1,1
161,1,1
162,1,1
163,1,0
164,0,1
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,1
171,1,-1
172,0,0
173,0,0
174,0,0
175,0,0
176,1,1
177,0,0
178,1,0
179,0,0
180,1,0
181,0,0
182,0,1
183,1,1
184,1,1
185,2,0
186,1,0
187,1,2
188,1,2
189,1,2
190,1,0
191,2,1
